"source","target","weight"
67,1,1
125,1,1
22,2,1
32,2,1
35,2,1
46,2,1
47,2,1
55,2,1
65,2,1
92,2,1
115,2,1
119,2,1
129,2,1
130,2,1
138,2,1
156,2,1
18,3,1
25,3,1
41,3,1
43,3,1
50,3,1
57,3,1
80,3,1
84,3,1
88,3,1
100,3,1
106,3,1
110,3,1
119,3,1
121,3,1
146,3,1
15,4,1
131,4,1
147,4,1
29,5,1
55,5,1
61,5,1
75,5,1
82,5,1
109,5,1
9,6,1
19,6,1
30,6,1
42,6,1
43,6,1
48,6,1
71,6,1
94,6,1
97,6,1
100,6,1
112,6,1
113,6,1
123,6,1
140,6,1
157,6,1
8,7,1
15,7,1
49,7,1
54,7,1
71,7,1
109,7,1
158,7,1
137,8,1
6,9,1
19,9,1
28,9,1
30,9,1
42,9,1
48,9,1
111,9,1
123,9,1
140,9,1
157,9,1
14,10,1
40,10,1
74,10,1
99,10,1
108,10,1
135,10,1
143,10,1
144,10,1
155,10,1
37,11,1
39,11,1
148,11,1
156,11,1
13,12,1
45,12,1
51,12,1
67,12,1
136,12,1
150,12,1
40,13,1
10,14,1
40,14,1
53,14,1
70,14,1
99,14,1
7,15,1
49,15,1
54,15,1
59,15,1
127,15,1
146,15,1
152,15,1
79,16,1
117,16,1
12,17,1
13,17,1
114,17,1
150,17,1
31,18,1
32,18,1
41,18,1
50,18,1
57,18,1
77,18,1
80,18,1
84,18,1
88,18,1
103,18,1
110,18,1
124,18,1
141,18,1
157,18,1
6,19,1
9,19,1
30,19,1
42,19,1
48,19,1
115,19,1
116,19,1
123,19,1
134,19,1
140,19,1
17,20,1
35,20,1
71,20,1
85,20,1
98,20,1
107,20,1
149,20,1
158,20,1
146,21,1
2,22,1
8,22,1
46,22,1
65,22,1
78,22,1
85,22,1
92,22,1
129,22,1
130,22,1
156,22,1
136,23,1
22,24,1
28,24,1
122,24,1
129,24,1
152,24,1
3,25,1
18,25,1
31,25,1
41,25,1
50,25,1
66,25,1
80,25,1
84,25,1
87,25,1
88,25,1
106,25,1
109,25,1
121,25,1
124,25,1
147,25,1
58,26,1
69,26,1
83,26,1
133,26,1
1,27,1
28,27,1
94,27,1
116,27,1
122,27,1
157,27,1
1,28,1
9,28,1
27,28,1
40,28,1
94,28,1
116,28,1
122,28,1
128,28,1
8,29,1
36,29,1
42,30,1
123,30,1
153,30,1
6,31,1
9,31,1
22,31,1
27,31,1
33,31,1
42,31,1
55,31,1
65,31,1
102,31,1
115,31,1
124,31,1
144,31,1
2,32,1
82,32,1
110,32,1
119,32,1
10,33,1
30,33,1
31,33,1
48,33,1
73,33,1
93,33,1
97,33,1
102,33,1
107,33,1
144,33,1
156,33,1
11,34,1
48,34,1
113,34,1
120,34,1
125,34,1
137,34,1
155,34,1
10,35,1
20,35,1
40,35,1
55,35,1
64,35,1
70,35,1
74,35,1
99,35,1
103,35,1
133,35,1
143,35,1
158,35,1
29,36,1
129,36,1
146,36,1
11,37,1
65,37,1
77,37,1
86,37,1
148,37,1
156,37,1
1,38,1
29,38,1
11,39,1
37,39,1
142,39,1
14,40,1
122,40,1
133,40,1
2,41,1
3,41,1
18,41,1
31,41,1
32,41,1
50,41,1
57,41,1
80,41,1
84,41,1
87,41,1
88,41,1
110,41,1
115,41,1
119,41,1
121,41,1
146,41,1
6,42,1
19,42,1
28,42,1
43,42,1
111,42,1
122,42,1
123,42,1
140,42,1
20,43,1
94,43,1
97,43,1
111,43,1
123,43,1
17,44,1
23,44,1
45,44,1
47,44,1
67,44,1
114,44,1
117,44,1
133,44,1
150,44,1
89,45,1
150,45,1
120,46,1
152,46,1
24,47,1
46,47,1
57,47,1
98,47,1
9,48,1
34,48,1
46,48,1
94,48,1
120,48,1
122,48,1
123,48,1
153,48,1
7,49,1
15,49,1
21,49,1
86,49,1
148,49,1
158,49,1
3,50,1
18,50,1
25,50,1
29,50,1
41,50,1
84,50,1
87,50,1
88,50,1
103,50,1
